-5.542029000000000316e+00,-2.238335000000000186e+00,9.985778778858528382e-01,4.216254346907456707e+00
-5.541664693346865178e+00,-2.240823952543171682e+00,1.000094890522483571e+00,4.215063701604796265e+00
-5.541294421284797878e+00,-2.243309741722007367e+00,1.001597449250581917e+00,4.213884400623127746e+00
-5.540918192161671030e+00,-2.245792367998946215e+00,1.003085451529437178e+00,4.212716524442740251e+00
-5.540536014325357250e+00,-2.248271831836422763e+00,1.004558795871968613e+00,4.211560152716969263e+00
-5.540147896123730931e+00,-2.250748133696878206e+00,1.006017381863164140e+00,4.210415364257723780e+00
-5.539753845904663798e+00,-2.253221274042748412e+00,1.007461110178360597e+00,4.209282237021140460e+00
-5.539353872016031133e+00,-2.255691253336471913e+00,1.008889882601362586e+00,4.208160848093362105e+00
-5.538947982805702885e+00,-2.258158072040485909e+00,1.010303602042387672e+00,4.207051273676450265e+00
-5.538536186621556112e+00,-2.260621730617228931e+00,1.011702172555840384e+00,4.205953589074441723e+00
-5.538118491811464317e+00,-2.263082229529140399e+00,1.013085499357897712e+00,4.204867868679539100e+00
-5.537694906723295674e+00,-2.265539569238653961e+00,1.014453488843910289e+00,4.203794185958459551e+00
-5.537265439704927239e+00,-2.267993750208210813e+00,1.015806048605610412e+00,4.202732613438923792e+00
-5.536830099104228964e+00,-2.270444772900246377e+00,1.017143087448116656e+00,4.201683222696312114e+00
-5.536388893269077016e+00,-2.272892637777200076e+00,1.018464515406737325e+00,4.200646084340476705e+00
-5.535941830547346676e+00,-2.275337345301509995e+00,1.019770243763558959e+00,4.199621268002720953e+00
-5.535488919286907894e+00,-2.277778895935613335e+00,1.021060185063819681e+00,4.198608842322949286e+00
-5.535030167835634174e+00,-2.280217290141947295e+00,1.022334253132059390e+00,4.197608874936989309e+00
-5.534565584541398131e+00,-2.282652528382949964e+00,1.023592363088042134e+00,4.196621432464097801e+00
-5.534095177752075045e+00,-2.285084611121060760e+00,1.024834431362444676e+00,4.195646580494647004e+00
-5.533618955815535756e+00,-2.287513538818715109e+00,1.026060375712306350e+00,4.194684383577996556e+00
-5.533136927079656431e+00,-2.289939311938351985e+00,1.027270115236236459e+00,4.193734905210559027e+00
