-5.542029000000000316e+00,-2.238335000000000186e+00,1.655215521180923632e+00,3.488084138707574944e+00
-5.541855842587045444e+00,-2.240480501148634840e+00,1.648584599823436969e+00,3.494140990547759174e+00
-5.541674934898821903e+00,-2.242627028849922155e+00,1.641966820266453686e+00,3.500185838333865984e+00
-5.541486291384040364e+00,-2.244774566829489615e+00,1.635362787665328055e+00,3.506218129301637010e+00
-5.541289926491394624e+00,-2.246923098812960262e+00,1.628773093973416186e+00,3.512237322745854762e+00
-5.541085854669594468e+00,-2.249072608525960693e+00,1.622198318048861276e+00,3.518242889922802430e+00
-5.540874090367339910e+00,-2.251223079694113505e+00,1.615639025764785464e+00,3.524234313949609287e+00
-5.540654648033333629e+00,-2.253374496043045738e+00,1.609095770122707103e+00,3.530211089700655780e+00
-5.540427542116276527e+00,-2.255526841298379992e+00,1.602569091369006049e+00,3.536172723701187959e+00
-5.540192787064878388e+00,-2.257680099185744194e+00,1.596059517114274851e+00,3.542118734018302018e+00
-5.539950397327836562e+00,-2.259834253430760942e+00,1.589567562455413530e+00,3.548048650149417504e+00
-5.539700387353855504e+00,-2.261989287759055500e+00,1.583093730100252117e+00,3.553962012908445711e+00
-5.539442771591634340e+00,-2.264145185896252244e+00,1.576638510494618783e+00,3.559858374309720741e+00
-5.539177564489881078e+00,-2.266301931567977768e+00,1.570202381951623538e+00,3.565737297449910415e+00
-5.538904780497296620e+00,-2.268459508499855115e+00,1.563785810783069552e+00,3.571598356387979400e+00
-5.538624434062583646e+00,-2.270617900417509993e+00,1.557389251432813149e+00,3.577441136023377766e+00
-5.538336539634443945e+00,-2.272777091046566778e+00,1.551013146611923466e+00,3.583265231972580178e+00
-5.538041111661581084e+00,-2.274937064112651175e+00,1.544657927435542977e+00,3.589070250444074350e+00
-5.537738164592699519e+00,-2.277097803341387117e+00,1.538324013561257475e+00,3.594855808111972806e+00
-5.537427712876500152e+00,-2.279259292458399866e+00,1.532011813328888250e+00,3.600621531988319468e+00
-5.537109770961684774e+00,-2.281421515189314686e+00,1.525721723901557692e+00,3.606367059294240285e+00
-5.536784353296959615e+00,-2.283584455259755952e+00,1.519454131407899755e+00,3.612092037330041805e+00
-5.536451474331025580e+00,-2.285748096395348927e+00,1.513209411085306266e+00,3.617796123344368286e+00
-5.536111148512587121e+00,-2.287912422321717987e+00,1.506987927424090934e+00,3.623478984402517256e+00
-5.535763390290342478e+00,-2.290077416764487950e+00,1.500790034312428967e+00,3.629140297254049408e+00
-5.535408214113002323e+00,-2.292243063449284524e+00,1.494616075182008563e+00,3.634779748199745253e+00
-5.535045634429260453e+00,-2.294409346101731639e+00,1.488466383154238404e+00,3.640397032958055945e+00
-5.534675665687827539e+00,-2.296576248447455004e+00,1.482341281186944970e+00,3.645991856531107800e+00
-5.534298322337402709e+00,-2.298743754212079438e+00,1.476241082221425804e+00,3.651563933070378187e+00
-5.533913618826688641e+00,-2.300911847121228426e+00,1.470166089329795422e+00,3.657112985742106304e+00
-5.533521569604387125e+00,-2.303080510900527234e+00,1.464116595862502868e+00,3.662638746592547623e+00
-5.533122189119204393e+00,-2.305249729275602455e+00,1.458092885595928978e+00,3.668140956413154630e+00
-5.532715491819839571e+00,-2.307419485972077577e+00,1.452095232880002973e+00,3.673619364605740234e+00
-5.532301492154998890e+00,-2.309589764715576976e+00,1.446123902785727111e+00,3.679073729047723784e+00
