2.889990253377013119e+02,6.750015472830466479e+01
2.823759617353318276e+02,6.678711022456927537e+01
2.757131847810766772e+02,6.667833953385903101e+01
2.696964906151345076e+02,6.937870846549097337e+01
2.649239245255197943e+02,7.410039339306763395e+01
2.603277301391950118e+02,7.889441482037045716e+01
2.561271442657227908e+02,8.407261927052164197e+01
2.517755005857533774e+02,8.910552755293356597e+01
2.473992344731846629e+02,9.414080804090173160e+01
2.425232713683784027e+02,9.865002826650021461e+01
2.373957597918090130e+02,1.029127381429146055e+02
2.324475578776898317e+02,1.073754156413695711e+02
2.276761980379896784e+02,1.120147780701346676e+02
2.229957273709344747e+02,1.167485091331775209e+02
2.183174692783606758e+02,1.214924779300621225e+02
2.137124057168259128e+02,1.263039979539369000e+02
2.095196699601743546e+02,1.314794908227449355e+02
2.051418081977372765e+02,1.364933508792623797e+02
2.006823424975959256e+02,1.414410460519809192e+02
1.961967814969827089e+02,1.463641515809405860e+02
1.914256978485515504e+02,1.510193532006842361e+02
1.866202736693699933e+02,1.556293758825920861e+02
1.821230391214982944e+02,1.605184094124854255e+02
1.775883645190037612e+02,1.654109559735320261e+02
1.727839530196603164e+02,1.700611535042989431e+02
1.679197453480774413e+02,1.745061730054480620e+02
1.628507359429563621e+02,1.789188232003491521e+02
1.580337119014085090e+02,1.834971109563569485e+02
1.535752828239396024e+02,1.884117814742570545e+02
1.490660545811118425e+02,1.933480756937390765e+02
1.445378426620280266e+02,1.982087743633456114e+02
1.403900669713814011e+02,2.034157069486654450e+02
1.365806237157117664e+02,2.088941607199174086e+02
1.330206030962602028e+02,2.145283825832484581e+02
1.296276996448867180e+02,2.202476560062624458e+02
1.262894981877971929e+02,2.259897610460684234e+02
1.228301729089173477e+02,2.317214571521820972e+02
1.197417518471769711e+02,2.376125154703831868e+02
1.177201308255556000e+02,2.438919139901813367e+02
1.162093915957387082e+02,2.504435649375581932e+02
1.154291286197840236e+02,2.570676576521814241e+02
1.154736420776527979e+02,2.637013023191873913e+02
1.164842768760579190e+02,2.702797743648789037e+02
1.181816750492812247e+02,2.766531083172865237e+02
1.213757827868982702e+02,2.826125490334691790e+02
1.250689530469799280e+02,2.880028561942165766e+02
1.302683906744881028e+02,2.923167460483352329e+02
1.363298276871818473e+02,2.946836968381371662e+02
1.427618610747667560e+02,2.966870475555309099e+02
1.493931579294147127e+02,2.972342260402778038e+02
1.560072159228418798e+02,2.966439716965266484e+02
1.621012842607810853e+02,2.939778866881468957e+02
1.671635841221149690e+02,2.896440299889522407e+02
1.714074242920009112e+02,2.845151710019855500e+02
1.752985797140302111e+02,2.791257171018979193e+02
1.789816420494145177e+02,2.735169320532278334e+02
1.838401383325449956e+02,2.690982263273979243e+02
1.892228847478332909e+02,2.650693835960066735e+02
1.949503683828715452e+02,2.618105220588284965e+02
2.011398588842705522e+02,2.593077544481805035e+02
2.071095472692788064e+02,2.562901799261046563e+02
2.130356591889672870e+02,2.533111310182566172e+02
2.189040842420625665e+02,2.502071065655119639e+02
2.246741294383372178e+02,2.468207251761456007e+02
2.303174733204859308e+02,2.432684720873745619e+02
2.358611018051390147e+02,2.396043555005777819e+02
2.413474501814015127e+02,2.358483315105931979e+02
2.467968464419771522e+02,2.319982322806548893e+02
2.519207749195362567e+02,2.277457319620734779e+02
2.569026318225999148e+02,2.233301740224821401e+02
2.619623032666468703e+02,2.190147641781317986e+02
2.665761298870618816e+02,2.142263271883542473e+02
2.708305592327811837e+02,2.090824126666020675e+02
2.748940850595531629e+02,2.037933933564710287e+02
2.789611678965994770e+02,1.985470406555696172e+02
2.831814860131306659e+02,1.933501873920354797e+02
2.867483994407471073e+02,1.878162531489845719e+02
2.901931171878333657e+02,1.820442629017917113e+02
2.935380132549681207e+02,1.762850321586375060e+02
2.969905304142540103e+02,1.706514966033612382e+02
3.009611833662590357e+02,1.652344666048090573e+02
3.041888361402026248e+02,1.594693152885312770e+02
3.066295768878301828e+02,1.532593122013544189e+02
3.098711749351722347e+02,1.474364380433064525e+02
3.129730469985610171e+02,1.415691720012364669e+02
3.160347005828318174e+02,1.356227377731075308e+02
3.197214137076011298e+02,1.301019888622824112e+02
3.249162635516811974e+02,1.259191382803513335e+02
3.289724536513040789e+02,1.206741097735472579e+02
3.311226315808781351e+02,1.142739527967414404e+02
3.310341768077063307e+02,1.076640223555456828e+02
3.289155084892656760e+02,1.013780377691317227e+02
3.254154667539085040e+02,9.569289617684562188e+01
3.205795860879274528e+02,9.102336712218387049e+01
3.147978842226454503e+02,8.812143185880557894e+01
3.104386374551732501e+02,8.304979102349911102e+01
3.056574810881184590e+02,7.848949854101132928e+01
3.004158137173746468e+02,7.435434874456174725e+01
2.947296111098431766e+02,7.089982724675223835e+01
2.890009921638740025e+02,6.749723979271739438e+01
