9.859999999999999432e+00 2.160000000000000142e+01 0.000000000000000000e+00 5.000000000000000000e+00
9.919773045249149490e+00 2.159881286477020268e+01 0.000000000000000000e+00 5.000000000000000000e+00
9.979546090478395470e+00 2.159762572785614410e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.003931913568845324e+01 2.159643858931947236e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.009909218088006710e+01 2.159525144922186612e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.015886522605395825e+01 2.159406430762499340e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.021863827121085500e+01 2.159287716459049733e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.027841131635149274e+01 2.159169002018005656e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.033818436147659270e+01 2.159050287445532135e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.039795740658688850e+01 2.158931572747796324e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.045773045168310844e+01 2.158812857930963958e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.051750349676597551e+01 2.158694143001200771e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.057727654183622690e+01 2.158575427964673921e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.063704958689458380e+01 2.158456712827548074e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.069682263194177985e+01 2.158337997595991808e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.075659567697854513e+01 2.158219282276169437e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.081636872200560617e+01 2.158100566874247761e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.087614176702369306e+01 2.157981851396393580e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.093591481203353410e+01 2.157863135848772629e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.099568785703585228e+01 2.157744420237549932e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.105546090203138476e+01 2.157625704568894065e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.111523394702085810e+01 2.157506988848969343e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.117500699200499881e+01 2.157388273083941854e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.123478003698454053e+01 2.157269557279979466e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.129455308196020624e+01 2.157150841443247558e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.135432612693272958e+01 2.157032125579911863e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.141409917190283529e+01 2.156913409696139183e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.147387221687125347e+01 2.156794693798095253e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.153364526183871419e+01 2.156675977891946516e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.159341830680594754e+01 2.156557261983859775e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.165319135177367826e+01 2.156438546080000052e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.171296439674264001e+01 2.156319830186534858e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.177273744171355752e+01 2.156201114309628863e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.183251048668716088e+01 2.156082398455449578e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.189228353166418195e+01 2.155963682630163092e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.195205657664534371e+01 2.155844966839935140e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.201182962163138157e+01 2.155726251090932166e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.207160266662301851e+01 2.155607535389320262e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.213137571162098638e+01 2.155488819741265516e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.219114875662601349e+01 2.155370104152934019e+01 0.000000000000000000e+00 5.000000000000000000e+00
1.225092180163882816e+01 2.155251388630492926e+01 0.000000000000000000e+00 5.000000000000000000e+00
